Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL4080090,,None,424.89,0,3.42,24,CC[C@@H]1CN(c2cc(-c3cc(Cl)c4c(N)ncnn34)ccc2C#N)C(=O)C(C)(C)O1,IC50,'=',24,nM,7.62,,,UO_0000065,17.93,0.35,4.2,6.96,0,CHEMBL4024910,Inhibition of PI3Kdelta in ACD-treated human whole blood assessed as reduction in IFNgammaX production measured after 1 hr,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4024705,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,,,,24
CHEMBL4065999,,None,410.87,0,3.03,15,C[C@@H]1COC(C)(C)C(=O)N1c1cc(-c2cc(Cl)c3c(N)ncnn23)ccc1C#N,IC50,'=',45,nM,7.35,,,UO_0000065,17.88,0.35,4.32,6.71,0,CHEMBL4024911,Inhibition of PI3Kdelta in ACD-treated human whole blood assessed as reduction in CD69 expression measured after 1 hr,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4024705,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,,,,45
CHEMBL4067250,,None,444.42,0,3.4,22,C[C@@H]1CN(c2cc(-c3cc(C(F)(F)F)c4c(N)ncnn34)ccc2C#N)C(=O)C(C)(C)O1,IC50,'=',170,nM,6.77,,,UO_0000065,15.23,0.29,3.37,6.18,0,CHEMBL4024911,Inhibition of PI3Kdelta in ACD-treated human whole blood assessed as reduction in CD69 expression measured after 1 hr,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4024705,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,,,,170
CHEMBL4069213,,None,424.89,0,3.42,27,C[C@@H]1OC(C)(C)C(=O)N(c2cc(-c3cc(Cl)c4c(N)ncnn34)ccc2C#N)[C@@H]1C,IC50,'=',260,nM,6.58,,,UO_0000065,15.5,0.3,3.17,6.01,0,CHEMBL4024911,Inhibition of PI3Kdelta in ACD-treated human whole blood assessed as reduction in CD69 expression measured after 1 hr,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4024705,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,,,,260
CHEMBL4469651,,None,527.58,2,1.43,11,O=C(CN1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1)[C@H]1CCCN1,IC50,'=',4,nM,8.4,,,UO_0000065,15.92,0.3,6.97,8.03,0,CHEMBL4432772,Inhibition of PI3Kdelta N836D mutant (unknown origin) expressed in Sf21 cells co-expressing p85 by kinase-glo luminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf21,None,,O00329,N836D,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4431368,1,Scientific Literature,Bioorg Med Chem Lett,2016,CHEMBL4106362,,,,4
CHEMBL4466025,,None,515.53,1,0.8,S-23,NC(=O)CNC(=O)[C@H]1CCCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)C1,IC50,'=',95,nM,7.02,,,UO_0000065,13.62,0.26,6.22,4.86,0,CHEMBL4432772,Inhibition of PI3Kdelta N836D mutant (unknown origin) expressed in Sf21 cells co-expressing p85 by kinase-glo luminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf21,None,,O00329,N836D,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4431368,1,Scientific Literature,Bioorg Med Chem Lett,2016,CHEMBL4106362,,,,95
CHEMBL2064340,,None,339.4,0,1.57,18,CCn1c(Cc2nc(N3CCOCC3)cc(=O)[nH]2)nc2ccccc21,IC50,'=',225,nM,6.65,,,UO_0000065,19.59,0.36,5.08,8.74,0,CHEMBL2067457,Inhibition of poly-His tagged human PI3Kdelta expressed in baculovirus infected insect sf9 cells coexpressing p85alpha using PI(4,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2064329,,None,311.35,0,1.07,6,O=c1cc(N2CCOCC2)nc(Cc2nc3ccccc3[nH]2)[nH]1,IC50,'=',2870,nM,5.54,,,UO_0000065,17.8,0.33,4.47,6.38,0,CHEMBL2067457,Inhibition of poly-His tagged human PI3Kdelta expressed in baculovirus infected insect sf9 cells coexpressing p85alpha using PI(4,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2064419,,None,314.35,0,0.79,5,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccccc1,IC50,'=',118,nM,6.93,,,UO_0000065,22.04,0.41,6.14,7.93,0,CHEMBL2067457,Inhibition of poly-His tagged human PI3Kdelta expressed in baculovirus infected insect sf9 cells coexpressing p85alpha using PI(4,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4241373,,None,508.52,1,3.67,9a,COc1ccc(-c2nn(Cc3nc4cccc(F)c4c(=O)n3-c3ccccc3C)c3ncnc(N)c23)cn1,IC50,'=',31,nM,7.51,,,UO_0000065,14.77,0.27,3.84,5.93,0,CHEMBL4231676,Inhibition of PI3Kdelta (unknown origin) using Biotin-S11S12 as substrate after 120 mins in presence of ATP by ADPGlo luminescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4229370,1,Scientific Literature,Eur J Med Chem,2018,None,,,,31
CHEMBL2018216,,None,420.3,0,2.96,4,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)c(C3CC3)nn12,IC50,'=',130,nM,6.89,,,UO_0000065,16.38,0.34,3.93,10.65,0,CHEMBL2019375,Inhibition of PI3Kdelta by continuous read time resolved fluorescence resonance energy transfer displacement assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL2016550,1,Scientific Literature,Bioorg Med Chem Lett,2012,None,,,,0.13
CHEMBL5209300,,None,368.42,1,5.27,7l,Cc1nc2cnc3ccc(-c4ccc(N)cc4)cc3c2n1-c1ccc(F)cc1,IC50,'=',90.3,nM,7.04,,,UO_0000065,19.12,0.34,1.77,12.42,0,CHEMBL5112159,Inhibition of PI3Kdelta (unknown origin) using PIP2 as substrate incubated for 2 hrs in presence of ATP by Kinase Glo luminescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL5108059,1,Scientific Literature,J Med Chem,2022,None,TIME = 2.0 hr,INHIBITOR,,90.3
CHEMBL5185179,,None,405.46,1,5.43,8g,COc1ccc(-n2c(C)nc3cnc4ccc(-c5cnc6[nH]ccc6c5)cc4c32)cc1,IC50,'=',17.2,nM,7.76,,,UO_0000065,19.15,0.34,2.33,11.32,0,CHEMBL5112159,Inhibition of PI3Kdelta (unknown origin) using PIP2 as substrate incubated for 2 hrs in presence of ATP by Kinase Glo luminescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL5108059,1,Scientific Literature,J Med Chem,2022,None,TIME = 2.0 hr,INHIBITOR,,17.2
CHEMBL2064339,,None,379.34,0,2.09,17,O=c1cc(N2CCOCC2)nc(Cc2nc3cc(C(F)(F)F)ccc3[nH]2)[nH]1,IC50,'=',2850,nM,5.54,,,UO_0000065,14.62,0.28,3.46,6.38,0,CHEMBL2067457,Inhibition of poly-His tagged human PI3Kdelta expressed in baculovirus infected insect sf9 cells coexpressing p85alpha using PI(4,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4753485,,None,491.62,0,2.7,8a,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2sc(CN3CCN(C)CC3=O)cc2n1,IC50,'=',82,nM,7.09,,,UO_0000065,14.41,0.28,4.39,8.9,0,CHEMBL4728121,Inhibition of PI3Kdelta (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4725342,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,INHIBITOR,,82
CHEMBL4743060,,None,561.71,1,3.25,8h,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2sc(CN3CCN(C4CCOCC4)CC3=O)cc2n1,IC50,'=',6.2,nM,8.21,,,UO_0000065,14.61,0.28,4.96,9.24,0,CHEMBL4728121,Inhibition of PI3Kdelta (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4725342,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,INHIBITOR,,6.2
CHEMBL4758487,,None,477.59,0,2.36,7a,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2sc(CN3CCNC(=O)C3)cc2n1,IC50,'=',20,nM,7.7,,,UO_0000065,16.12,0.31,5.34,8.71,0,CHEMBL4728121,Inhibition of PI3Kdelta (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4725342,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,INHIBITOR,,20
CHEMBL4764816,,None,559.62,1,3.64,8b,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2sc(CN3CCN(CC(F)(F)F)CC3=O)cc2n1,IC50,'=',13,nM,7.89,,,UO_0000065,14.09,0.28,4.25,9.9,0,CHEMBL4728121,Inhibition of PI3Kdelta (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4725342,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,INHIBITOR,,13
CHEMBL4764632,,None,595.72,1,4.65,8j,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2sc(CN3CCN(C4CCC(F)(F)CC4)CC3=O)cc2n1,IC50,'=',3.8,nM,8.42,,,UO_0000065,14.13,0.27,3.77,10.58,0,CHEMBL4728121,Inhibition of PI3Kdelta (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4725342,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,INHIBITOR,,3.8
CHEMBL4800610,,None,569.71,1,2.42,8z,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2sc(CN3CCN(S(=O)(=O)CC)CC3=O)cc2n1,IC50,'=',4.4,nM,8.36,,,UO_0000065,14.67,0.29,5.94,7.35,0,CHEMBL4728121,Inhibition of PI3Kdelta (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4725342,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,INHIBITOR,,4.4
CHEMBL4784160,,None,567.74,1,3.04,9b,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2sc(CN3CCN(S(=O)(=O)C4CC4)CC3)cc2n1,IC50,'=',4.8,nM,8.32,,,UO_0000065,14.65,0.29,5.28,8.6,0,CHEMBL4728121,Inhibition of PI3Kdelta (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4725342,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,INHIBITOR,,4.8
CHEMBL3977066,,None,492.54,0,3.54,11,COc1ncc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C(C)=O)CC5)c4)c3c2)cc1C#N,IC50,'=',29,nM,7.54,,,UO_0000065,15.3,0.28,4,6.71,0,CHEMBL4430041,Inhibition of PI3Kdelta in human B cells assessed as reduction in anti-human IgM stimulated intracellular Akt phosphorylation at Ser 473 preincubated for 1.5 hrs followed by anti-human IgM stimulation for 20 mins by flow cytometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4428080,1,Scientific Literature,ACS Med Chem Lett,2016,None,,,,0.029
CHEMBL3944013,,None,496.57,0,4.29,8,COc1ccc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C(C)=O)CC5)c4)c3c2)cc1OC,IC50,'=',14,nM,7.85,,,UO_0000065,15.82,0.29,3.56,9.26,0,CHEMBL4430045,Inhibition of PI3Kdelta (unknown origin) assessed as reduction in ADP formation using phosphatidyl inositol as substrate after 30 to 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4428080,1,Scientific Literature,ACS Med Chem Lett,2016,None,,,,0.014
CHEMBL1645110,,None,249.25,0,1.35,18,Nc1nonc1-c1noc(Cc2cccs2)n1,IC50,'=',6800,nM,5.17,,,UO_0000065,20.73,0.42,3.82,4.98,0,CHEMBL1646729,Inhibition of human PI3K p110delta catalytic subunit by AlphaScreen assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL1641442,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,,,6.8
CHEMBL1645104,,None,224.26,0,-0.33,12,CN(C)c1nc(N2CCOCC2)cc(=O)[nH]1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL1646729,Inhibition of human PI3K p110delta catalytic subunit by AlphaScreen assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL1641442,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,,,
CHEMBL4568963,,None,535.67,1,3.14,23b,COCC(=O)N(C)C1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,IC50,'=',25.12,nM,7.6,,,UO_0000065,14.19,0.27,4.46,7.62,0,CHEMBL4416685,Inhibition of PI3Kdelta (unknown origin) using biotin-PIP3 as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4414631,1,Scientific Literature,J Med Chem,2019,None,,,,7.6
CHEMBL4580111,,None,490.63,0,3.73,18a,CC(=O)N(C)C1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)C1,IC50,'=',6.31,nM,8.2,,,UO_0000065,16.71,0.32,4.47,10.57,0,CHEMBL4416685,Inhibition of PI3Kdelta (unknown origin) using biotin-PIP3 as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4414631,1,Scientific Literature,J Med Chem,2019,None,,,,8.2
CHEMBL4574170,,None,501.59,1,2.75,32,Nc1ncnn2c(-c3cccc(C4(N5CCOCC5)COC4)c3)cc(-c3ccnn3C3CCOCC3)c12,IC50,'=',11,nM,7.96,,,UO_0000065,15.87,0.29,5.21,7.58,0,CHEMBL4427873,Inhibition of PI3Kdelta in BCR-stimulated human B cells assessed as suppression of CD86 expression after 18 hrs by FACS analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4425186,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,,,11
CHEMBL4580893,,None,512.64,2,1.64,23c,COCC(=O)N(C)C1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)CC1,IC50,'=',15.85,nM,7.8,,,UO_0000065,15.22,0.3,6.16,6.35,0,CHEMBL4416685,Inhibition of PI3Kdelta (unknown origin) using biotin-PIP3 as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4414631,1,Scientific Literature,J Med Chem,2019,None,,,,7.8
CHEMBL3978826,,None,380.41,0,4.84,9p,N#CCc1ccc(Nc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)cc1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL3868774,Inhibition of PI3Kdelta (unknown origin) using diC8 PIP2 as substrate after 120 mins by ADP-glo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL3868583,1,Scientific Literature,Eur J Med Chem,2016,None,,,,10
CHEMBL4066316,,None,457.33,0,2.71,36,CC(=O)N1CCN(c2cccc(-c3cc(Br)c4c(N)ncnn34)c2)C(=O)C1(C)C,IC50,'=',39,nM,7.41,,,UO_0000065,16.2,0.35,4.7,7.65,0,CHEMBL4016543,Inhibition of PI3Kdelta in human whole blood assessed as reduction in anti-IgD-mediated B-cell activation by measuring decrease in CD19+ cells expressing CD69 preincubated for 1 hr followed by IgD activation measured after overnight incubation,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4014340,1,Scientific Literature,J Med Chem,2017,None,,,,39
CHEMBL4100099,,None,476.46,0,2.98,49,COc1ccc(-c2cc(C(F)(F)F)c3c(N)ncnn23)cc1N1CCN(C(C)=O)C(C)(C)C1=O,IC50,'=',92,nM,7.04,,,UO_0000065,14.77,0.28,4.06,6.63,0,CHEMBL4016543,Inhibition of PI3Kdelta in human whole blood assessed as reduction in anti-IgD-mediated B-cell activation by measuring decrease in CD19+ cells expressing CD69 preincubated for 1 hr followed by IgD activation measured after overnight incubation,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL4014340,1,Scientific Literature,J Med Chem,2017,None,,,,92
CHEMBL1086923,,None,489.62,0,1.98,10,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc(O)c4)nc(N4CCOCC4)c3s2)CC1,IC50,'=',0.9,nM,9.05,,,UO_0000065,18.48,0.37,7.07,9.13,0,CHEMBL1108627,Inhibition of recombinant PI3Kdelta assessed as PIP3 product formation by fluorescence polarization assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL1154879,1,Scientific Literature,J Med Chem,2010,None,,,,0.9
CHEMBL5209875,,None,370.42,0,3.57,9g,Cc1ccc2c(c1)c([C@H](C)Nc1ncnc3[nH]cnc13)nn2-c1cccnc1,IC50,'=',274,nM,6.56,,,UO_0000065,17.72,0.32,2.99,6.75,0,CHEMBL5159594,Inhibition of PI3Kdelta (unknown origin) using PIP2 as substrate incubated for 1 hr in presence of ATP by ADP-Glo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL5154755,1,Scientific Literature,J Med Chem,2022,None,TIME = 1.0 hr,INHIBITOR,,274
CHEMBL5207400,,None,356.39,0,3.26,9b,CC(Nc1ncnc2[nH]cnc12)c1nn(-c2cccnc2)c2ccccc12,IC50,'=',392,nM,6.41,,,UO_0000065,17.98,0.32,3.15,6.59,0,CHEMBL5159594,Inhibition of PI3Kdelta (unknown origin) using PIP2 as substrate incubated for 1 hr in presence of ATP by ADP-Glo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL5154755,1,Scientific Literature,J Med Chem,2022,None,TIME = 1.0 hr,INHIBITOR,,392
CHEMBL5219764,,None,350.38,0,2.61,87,Nc1ncnc2c1c(-c1cc3cccc(O)c3[nH]1)nn2C1CCOCC1,IC50,'=',100,nM,7,,,UO_0000065,19.98,0.37,4.39,6.09,0,CHEMBL5216220,Inhibition of human PI3Kdelta preincubated for 15 mins followed by ATP addition measured after 1 hr by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL5214923,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 1.25 hr,INHIBITOR,,100
CHEMBL5220920,,None,364.41,0,2.92,88,COc1cccc2cc(-c3nn(C4CCOCC4)c4ncnc(N)c34)[nH]c12,IC50,'=',10,nM,8,,,UO_0000065,21.95,0.4,5.08,7.7,0,CHEMBL5216220,Inhibition of human PI3Kdelta preincubated for 15 mins followed by ATP addition measured after 1 hr by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL5214923,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 1.25 hr,INHIBITOR,,10
CHEMBL2151821,,None,332.34,0,0.93,6,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)cc1,IC50,'=',86,nM,7.07,,,UO_0000065,21.26,0.4,6.14,8.09,0,CHEMBL2156790,Inhibition of PI3Kdelta,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL2150988,1,Scientific Literature,Bioorg Med Chem Lett,2012,None,,,,86
CHEMBL3950768,,None,393.45,1,5.06,9j,CC(=O)Nc1cccc(-c2ccc3ncnc(Nc4ccc(CC#N)cc4)c3c2)c1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL3868774,Inhibition of PI3Kdelta (unknown origin) using diC8 PIP2 as substrate after 120 mins by ADP-glo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL3868583,1,Scientific Literature,Eur J Med Chem,2016,None,,,,
CHEMBL3890572,,None,378.44,1,5.31,9d,CC(=O)c1ccc(-c2ccc3ncnc(Nc4ccc(CC#N)cc4)c3c2)cc1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL3868774,Inhibition of PI3Kdelta (unknown origin) using diC8 PIP2 as substrate after 120 mins by ADP-glo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL3868583,1,Scientific Literature,Eur J Med Chem,2016,None,,,,10
CHEMBL1928546,,None,384.38,0,1.74,13a,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N/N=C/c1cnn2ccc(C#N)cc12,IC50,'=',580,nM,6.24,,,UO_0000065,16.23,0.32,4.5,4.37,0,CHEMBL1932528,Inhibition of recombinant PI3K p110delta using L-alpha-phosphatidylinositol as substrate and [gamma33P]ATP after 60 mins by thin layer chromatographic technique,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL1926509,1,Scientific Literature,Bioorg Med Chem,2012,None,,,,580
CHEMBL1928550,,None,452.29,0,3.02,13e,C/C(=N\NS(=O)(=O)c1cc([N+](=O)[O-])ccc1C)c1cnn2ccc(Br)cc12,IC50,'=',220,nM,6.66,,,UO_0000065,14.72,0.34,3.64,5.6,0,CHEMBL1932528,Inhibition of recombinant PI3K p110delta using L-alpha-phosphatidylinositol as substrate and [gamma33P]ATP after 60 mins by thin layer chromatographic technique,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL1926509,1,Scientific Literature,Bioorg Med Chem,2012,None,,,,220
CHEMBL1928527,,None,387.42,0,2.51,5e,Cc1ccc2c(/C=N/N(C)S(=O)(=O)c3cc([N+](=O)[O-])ccc3C)cnn2c1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL1932528,Inhibition of recombinant PI3K p110delta using L-alpha-phosphatidylinositol as substrate and [gamma33P]ATP after 60 mins by thin layer chromatographic technique,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL1926509,1,Scientific Literature,Bioorg Med Chem,2012,None,,,,1000
CHEMBL1928534,,None,413.46,0,3.08,5p,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(C3CC3)cc12,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL1932528,Inhibition of recombinant PI3K p110delta using L-alpha-phosphatidylinositol as substrate and [gamma33P]ATP after 60 mins by thin layer chromatographic technique,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3130,PI3-kinase p110-delta subunit,Homo sapiens,SINGLE PROTEIN,CHEMBL1926509,1,Scientific Literature,Bioorg Med Chem,2012,None,,,,1000
CHEMBL2064347,,None,401.47,0,2.75,25,Cn1c(Cc2nc(N3CCOCC3)cc(=O)[nH]2)nc2c(-c3ccccc3)cccc21,IC50,'=',274,nM,6.56,,,UO_0000065,16.35,0.3,3.81,8.63,0,CHEMBL2067457,Inhibition of poly-His tagged human PI3Kdelta expressed in baculovirus infected insect sf9 cells coexpressing p85alpha using PI(4,,,,,,,,,,,,,,,,,,,,,,,,,
